fullcurrname,CAS_SPC
Hybopsis amblops,2159
Erimystax cahni,2160
Oregonichthys crameri,2161
Hybopsis hypsinotus,2164
Erimystax insignis,2165
Hybopsis lineapunctata,2167
Macrhybopsis meeki,2168
Hybopsis rubrifrons,2170
Hybopsis winchelli,2172
Erimystax x-punctatus,2173
Cyprinella zanema,2174
Labeo alluaudi,2177
Labeo altivelis,2178
Labeo annectens,2179
Labeo ansorgii,2180
Labeo baldasseronii,2181
Labeo barbatus,2182
Labeo batesii,2184
Labeo dyocheilus,2185
Labeo bottegi,2187
Labeo boulengeri,2188
Labeo brachypoma,2189
Labeo macrostoma,2190
Labeo bottegi,2191
Labeo calbasu,2192
Labeo camerunensis,2193
Labeo capensis,2194
Labeo bottegi,2196
Labeo congoro,2197
Labeo coubie,2198
Labeo coubie,2199
Labeo coubie,2200
Labeo curriei,2201
Labeo cyclopinnis,2202
Labeo cyclorhynchus,2203
Labeo cylindricus,2204
Labeo cylindricus,2205
Labeo cylindricus,2206
Labeo cylindricus,2207
Labeo cylindricus,2208
Labeo cylindricus,2210
Labeo degeni,2211
Bangana dero,2212
Labeo dhonti,2213
Labeo djourae,2214
Labeo dyocheilus,2215
Labeo falcipinnis,2216
Labeo falcipinnis,2217
Labeo rohita,2218
Labeo forskalii,2219
Labeo fuelleborni,2220
Labeo parvus,2221
Bangana gedrosicus,2222
Labeo gonius,2223
Labeo mesops,2224
Labeo mesops,2225
Labeo greenii,2226
Labeo gregorii,2227
Labeo horie,2228
Labeo chariensis,2229
Labeo kibimbi,2230
Labeo kirkii,2231
Labeo coubie,2232
Labeo lineatus,2233
Labeo lividus,2234
Labeo chariensis,2235
Labeo lukulae,2236
Labeo chariensis,2237
Labeo luluae,2238
Labeo lunatus,2239
Tariqilabeo macmahoni,2240
Labeo macrostoma,2241
Labeo mesops,2242
Labeo mokotoensis,2243
Labeo molybdinus,2244
Labeo nasus,2245
Labeo bottegi,2247
Labeo nigricans,2248
Labeo vulgaris,2249
Labeo parvus,2252
Labeo brachypoma,2253
Labeo chariensis,2254
Labeo nunensis,2255
Labeo parvus,2256
Labeo parvus,2257
Labeo pellegrini,2258
Labeo percivali,2259
Labeo coubie,2260
Labeo quadribarbis,2261
Labeo ansorgii,2262
Labeo rohita,2263
Labeo rosae,2264
Labeo rosae,2265
Labeo rouaneti,2266
Labeo rubromaculatus,2267
Labeo congoro,2268
Labeo ruddi,2269
Labeo seeberi,2270
Labeo simpsoni,2272
Labeo sorex,2273
Bangana dero,2274
Labeo bottegi,2275
Labeo parvus,2276
Labeo coubie,2277
Labeo trigliceps,2278
Labeo coubie,2279
Labeo congoro,2280
Labeo umbratus,2281
Labeo umbratus,2282
Labeo umbratus,2283
Labeo cyclorhynchus,2284
Labeo longipinnis,2285
Labeo longipinnis,2286
Labeo victorianus,2287
Labeo altivelis,2288
Labeo werneri,2289
Labeo worthingtoni,2290
Psilorhynchus homaloptera,2291
Psilorhynchus rowleyi,2292
Psilorhynchus pseudecheneis,2293
Balitora brucei,2294
Balitora mysorensis,2295
Homaloptera bilineata,2296
Ghatsa montana,2297
Lefua costata,2298
Lefua costata,2299
Lefua echigonia,2300
Pangio muraeniformis,2304
Cobitis arenae,2306
Cobitis biwae,2307
Cobitis calderoni,2308
Sabanejewia caspia,2309
Sabanejewia caucasica,2310
Sabanejewia larvata,2311
Cobitis elongata,2312
Cobitis bilseli,2313
Cobitis melanoleuca,2314
Cobitis sibirica,2315
Cobitis melanoleuca,2316
Sabanejewia larvata,2317
Cobitis lebedevi,2318
Cobitis linea,2319
Cobitis lutheri,2320
Cobitis macrostigma,2321
Cobitis simplicispina,2322
Cobitis sinensis,2323
Cobitis maroccana,2324
Cobitis takatsuensis,2326
Misgurnus anguillicaudatus,2327
Misgurnus mohoity,2328
Misgurnus mohoity,2329
Misgurnus anguillicaudatus,2330
Misgurnus mohoity,2331
Afronemacheilus abyssinicus,2332
Schistura acuticephala,2333
Dzihunia amudarjensis,2334
Dzihunia amudarjensis,2335
Oxynoemacheilus angorae,2336
Oxynoemacheilus bergianus,2337
Cobitis striata,2338
Nemacheilus anguilla,2340
Rhynchocypris dementjevi,2341
Lepidomeda albivallis,2349
Lepidomeda mollispinis,2350
Leucaspius delineatus,2351
Squalius irideus,2352
Pelasgus marathonicus,2353
Pelasgus stymphalicus,2354
Petroleuciscus borysthenicus,2358
Squalius cephaloides,2360
Squalius cephalus,2361
Squalius orientalis,2362
Squalius berak,2363
Squalius cephalus,2364
Squalius cephalus,2365
Leuciscus danilewskii,2367
Leuciscus idus,2368
Squalius illyricus,2369
Squalius latus,2370
Squalius latus,2371
Leuciscus lehmanni,2372
Squalius lepidus,2373
Alburnus doriae,2374
Alburnus doriae,2375
Telestes polylepis,2376
Leuciscus leuciscus,2378
Telestes souffia,2379
Telestes muticellus,2380
Squalius svallize,2381
Telestes turskyi,2382
Alburnus ulanus,2383
Leuciscus waleckii,2384
Megalobrama amblycephala,2385
Megalobrama terminalis,2386
Engraulicypris brevianalis,2387
Mylopharodon conocephalus,2389
Mylopharyngodon piceus,2390
Engraulicypris bredoi,2391
Engraulicypris brevianalis,2392
Neobola fluviatilis,2393
Neobola moeruensis,2394
Engraulicypris spinifer,2395
Neobola stellae,2396
Neolissochilus benasi,2397
Neolissochilus blythii,2399
Neolissochilus compressus,2400
Neolissochilus dukai,2401
Neolissochilus hendersoni,2402
Neolissochilus hexastichus,2403
Neolissochilus hexagonolepis,2404
Neolissochilus sumatranus,2405
Neolissochilus NULL,2406
Neolissochilus longipinnis,2407
Neolissochilus paucisquamatus,2409
Neolissochilus soroides,2410
Neolissochilus spinulosus,2411
Neolissochilus sumatranus,2413
Neolissochilus thienemanni,2414
Neolissochilus vittatus,2415
Neolissochilus wynaadensis,2416
Nocomis biguttatus,2417
Nocomis asper,2418
Nocomis effusus,2419
Nocomis leptocephalus,2420
Nocomis leptocephalus,2421
Nocomis micropogon,2422
Nocomis platyrhynchus,2423
Nocomis raneyi,2424
Notropis aguirrepequenoi,2425
Luxilus albeolus,2426
Notropis alborus,2427
Notropis altipinnis,2428
Notropis amabilis,2429
Hybopsis amnis,2430
Notropis amoenus,2431
Notropis anogenus,2433
Lythrurus ardens,2434
Notropis ariommus,2435
Notropis asperifrons,2436
Notropis atherinoides,2437
Lythrurus atrapiculus,2438
Notropis atrocaudalis,2439
Notropis aulidion,2440
Notropis baileyi,2441
Notropis bairdi,2442
Lythrurus bellus,2443
Lythrurus alegnotus,2444
Lythrurus bellus,2445
Notropis bifrenatus,2446
Notropis boops,2448
Notropis braytoni,2449
Notropis buchanani,2452
Cyprinella caerulea,2453
Notropis calientis,2454
Cyprinella callisema,2455
Cyprinella callistia,2456
Cyprinella callitaenia,2457
Luxilus cerasinus,2458
Notropis chalybaeus,2459
Notropis chiliticus,2461
Notropis chlorocephalus,2462
Notropis chrosomus,2463
Luxilus cornutus,2464
Notropis dorsalis,2466
Notropis edwardraneyi,2467
Pteronotropis euryzonus,2470
Lythrurus fumeus,2473
Cyprinella galactura,2474
Cyprinella gibbsi,2476
Notropis girardi,2477
Notropis greenei,2478
Pteronotropis harperi,2479
Notropis heterodon,2480
Notropis heterolepis,2481
Notropis hypsilepis,2484
Notropis imeldae,2485
Notropis jemezanus,2486
Cyprinella leedsi,2487
Notropis leuciodus,2488
Lythrurus lirus,2489
Notropis longirostris,2490
Notropis lutipinnis,2491
Cyprinella lutrensis,2492
Notropis mekistocholas,2495
Notropis moralesi,2496
Notropis nazas,2497
Cyprinella nivea,2498
Notropis orca,2500
Notropis oxyrhynchus,2502
Notropis ozarcanus,2503
Notropis perpallidus,2504
Notropis petersoni,2505
Luxilus pilsbryi,2506
Notropis potteri,2507
Cyprinella pyrrhomelas,2510
Lythrurus roseipinnis,2511
Lythrurus roseipinnis,2512
Notropis rubellus,2513
Notropis rubricroceus,2514
Notropis sabinae,2515
Notropis scepticus,2518
Notropis semperasper,2519
Notropis shumardi,2520
Pteronotropis signipinnis,2521
Notropis simus,2522
Lythrurus snelsoni,2524
Notropis spectrunculus,2525
Cyprinella spiloptera,2526
Notropis stramineus,2529
Notropis telescopus,2530
Notropis topeka,2532
Cyprinella trichroistia,2533
Notropis tropicus,2534
Lythrurus umbratilis,2535
Lythrurus umbratilis,2536
Chrosomus erythrogaster,2537
Lythrurus umbratilis,2539
Lythrurus umbratilis,2540
Lythrurus umbratilis,2541
Lythrurus umbratilis,2543
Lythrurus fasciolaris,2544
Lythrurus umbratilis,2545
Lythrurus umbratilis,2546
Notropis uranoscopus,2547
Notropis volucellus,2549
Pteronotropis welaka,2550
Notropis xaenocephalus,2552
Cyprinella xaenura,2553
Luxilus zonatus,2554
Luxilus zonistius,2555
Opsaridium engrauloides,2557
Opsaridium maculicauda,2559
Opsaridium microcephalum,2560
Opsaridium microcephalum,2561
Opsaridium microlepis,2562
Opsaridium ubangiense,2563
Opsaridium ubangiense,2564
Opsaridium ubangiense,2565
Opsaridium zambezense,2567
Opsaridium peringueyi,2568
Opsariichthys bidens,2570
Pelasgus epiroticus,2573
Delminichthys ghetaldii,2574
Telestes metohiensis,2575
Delminichthys ghetaldii,2576
Pseudophoxinus kervillei,2578
Pseudophoxinus libani,2579
Pseudophoxinus maeandri,2580
Phenacobius catostomus,2581
Phenacobius crassilabrum,2582
Phenacobius uranops,2584
Chondrostoma fahirae,2585
Anaecypris hispanica,2586
Pelasgus minutus,2587
Phoxinus brachyurus,2588
Phoxinus issykkulensis,2591
Phoxinus ujmonensis,2593
Pogonichthys ciscoides,2596
Pogonichthys macrolepidotus,2597
Prolabeops melanhypopterus,2598
Pseudogobio esocinus,2599
Pseudogobio vaillanti,2600
Pseudorasbora pumila,2601
Tropidophoxinellus callensis,2602
Tropidophoxinellus callensis,2603
Acanthobrama persidis,2604
Anaecypris punica,2605
Pseudophoxinus syriacus,2606
Ptychocheilus grandis,2607
Ptychocheilus lucius,2608
Ptychocheilus oregonensis,2609
Chelaethiops umpquae,2610
NULL,2612
NULL,2617
NULL,2618
NULL,2620
NULL,2622
NULL,2625
NULL,2626
NULL,2627
NULL,2628
NULL,2629
Raiamas buchholzi,2630
Raiamas intermedius,2631
Raiamas senegalensis,2632
Raiamas longirostris,2633
Leptocypris lujae,2634
Raiamas senegalensis,2635
Raiamas nigeriensis,2637
Raiamas senegalensis,2638
Raiamas senegalensis,2639
Barilius shariensis,2640
Raiamas steindachneri,2641
Raiamas steindachneri,2642
Leptocypris weeksii,2643
Rasbora daniconius,2645
Rasbora elegans,2646
Trigonostigma heteromorpha,2647
Rasbora sumatrana,2648
Rhinichthys atratulus,2650
Rhinichthys atratulus,2651
Rhinichthys atratulus,2652
Rhinichthys atratulus,2653
Rhinichthys obtusus,2654
Rhinichthys atratulus,2655
NULL,2656
Rhinichthys cataractae,2657
Rhinichthys cataractae,2658
Rhinichthys cataractae,2659
Rhinichthys cataractae,2660
Rhinichthys cataractae,2661
Rhinichthys cataractae,2662
Rhinichthys cataractae,2663
Rhinichthys cataractae,2664
Rhinichthys cataractae,2665
Rhinichthys deaconi,2666
Rhinichthys evermanni,2667
Rhinichthys osculus,2669
Rhinichthys osculus,2670
Rhinichthys osculus,2671
Rhinichthys osculus,2672
Rhinichthys osculus,2674
Rhinichthys osculus,2675
Rhinichthys osculus,2676
Rhinichthys osculus,2677
Rhinichthys osculus,2678
Rhinichthys osculus,2679
Rhinichthys osculus,2680
Rhinichthys osculus,2681
Rhinichthys osculus,2682
Rhinichthys osculus,2683
Rhinichthys osculus,2685
Rhinichthys osculus,2686
Rhinichthys umatilla,2687
Rhodeus sericeus,2691
Rhodeus sinensis,2693
Rhodeus suigensis,2694
Rhodeus uyekii,2695
Rhynchocypris oxycephalus,2696
Rhynchocypris steindachneri,2698
Rhynchocypris steindachneri,2699
Rhynchocypris lagowskii,2700
Richardsonius balteatus,2701
Squalius alburnoides,2703
Rutilus atropatenus,2704
Rutilus aula,2705
Iberochondrostoma lemmingii,2710
Pachychilon macedonicum,2711
Achondrostoma oligolepis,2712
Rutilus pigus,2713
Rutilus virgo,2714
Sarmarutilus rubilio,2715
Achondrostoma arcasii,2716
Rutilus rutilus,2717
Rutilus rutilus,2719
Rutilus caspicus,2720
Rutilus rutilus,2721
Rutilus sojuchbulagi,2723
Sarcocheilichthys lacustris,2724
Sarcocheilichthys nigripinnis,2725
Sarcocheilichthys sinensis,2726
Scaphiodonichthys acanthopterus,2727
Scaphiodonichthys macracanthus,2728
Scardinius erythrophthalmus,2729
Scardinius graecus,2730
Schizocypris ladigesi,2731
Schizopygopsis stolickai,2732
Schizothorax esocinus,2733
Schizothorax labiatus,2734
Schizothorax esocinus,2736
Schizothorax esocinus,2737
Schizothorax esocinus,2738
Schizothorax NULL,2739
Schizothorax intermedius,2740
Schizothorax plagiostomus,2741
Schizopyge curvifrons,2742
Schizothorax labiatus,2743
Schizopyge curvifrons,2744
Schizothorax eurystomus,2745
Schizothorax intermedius,2746
Exostoma labiatum,2747
Schizothorax microcephalus,2748
Schizothorax pelzami,2750
Schizothorax pelzami,2751
Schizothorax plagiostomus,2753
Schizothorax richardsonii,2754
Schizothorax prophylax,2755
Schizothorax plagiostomus,2759
Schizothorax taliensis,2761
Schizothorax zarudnyi,2763
Schizothorax zarudnyi,2764
Semotilus atromaculatus,2765
Semotilus corporalis,2766
Sinocyclocheilus angustiporus,2769
Squalidus japonicus,2773
Pseudaspius sachalinensis,2775
Garra klatti,2777
Garra nana,2778
Garra nana,2779
Labeobarbus altipinnis,2780
Labeobarbus ansorgii,2781
Capoeta antalyensis,2782
Labeobarbus beso,2783
Labeobarbus ensifer,2785
Labeobarbus fimbriatus,2786
Chondrostoma holmwoodii,2789
Labeobarbus iphthimostoma,2790
Labeobarbus boulengeri,2792
Labeobarbus leleupanus,2793
Labeobarbus nelspruitensis,2796
Labeobarbus pellegrini,2797
Labeobarbus pellegrini,2798
Labeobarbus platystomus,2799
Labeobarbus pungweensis,2800
Labeobarbus ruandae,2801
Capoeta sieboldii,2803
Onychostoma simum,2804
Labeobarbus steindachneri,2805
Labeobarbus stenostoma,2806
Capoeta tinca,2807
Labeobarbus varicostoma,2809
Labeobarbus wittei,2811
Labeobarbus wurtzi,2812
Labeobarbus wurtzi,2813
Vimba melanops,2815
Xenocypris davidi,2816
Schistura curtistigma,2817
Schistura afasciata,2818
Oxynoemacheilus argyrogramma,2819
Schistura tirapensis,2820
Neonoemacheilus assamensis,2821
Paraschistura bampurensis,2822
Paraschistura bampurensis,2823
Schistura beavani,2826
Paracanthocobitis botia,2827
Paracanthocobitis botia,2828
Paracanthocobitis mackenziei,2829
Botia NULL,2830
Aborichthys boutanensis,2831
Oxynoemacheilus brandtii,2832
Petruichthys brevis,2833
Physoschistura raoi,2834
Schistura carletoni,2835
Schistura cincticauda,2837
Schistura paucifasciata,2838
Schistura balteata,2839
Paraschistura cristata,2841
Schistura denisoni,2842
Schistura denisoni,2843
Schistura altipedunculata,2844
Schistura dayi,2845
Schistura devdevi,2848
Schistura doonensis,2849
Triplophysa dorsalis,2850
Aborichthys elongatus,2851
Indoreonectes evezardi,2852
Triplophysa farwelli,2853
Nemacheilus fasciatus,2854
Schistura fascimaculata,2855
NULL,2856
Schistura gangetica,2858
Aborichthys garoensis,2859
Paracobitis ghazniensis,2860
Mesonoemacheilus guentheri,2861
Mesonoemacheilus herrei,2862
Schistura horai,2863
Schistura kangjupkhulensis,2864
Nemacheilus kapuasensis,2865
Sasanidus kermanshahensis,2867
Paraschistura kessleri,2868
Paraschistura prashari,2869
Iskandaria pardalis,2870
Schistura kodaguensis,2871
Iskandaria kuschakewitschi,2872
Paraschistura lindbergi,2874
Paracobitis longicauda,2875
Nemacheilus longipectoralis,2876
Schistura manipurensis,2878
Oxynoemacheilus merga,2879
Nemacheilus monilis,2880
Schistura kangrae,2882
Paracanthocobitis mooreh,2884
Paraschistura naseeri,2887
Schistura nilgiriensis,2888
Schistura notostigma,2889
Sundoreonectes obesus,2890
Schistura pakistanica,2893
Oxynoemacheilus panthera,2894
Acanthocobitis pavonacea,2895
Neonoemacheilus peguensis,2896
Mesonoemacheilus petrubanarescui,2897
Mustura prashadi,2898
Paraschistura kessleri,2899
Mesonoemacheilus pulchellus,2900
Paraschistura punjabensis,2901
Paraschistura punjabensis,2902
Paracobitis rhadinaea,2904
Physoschistura rivulicola,2905
Paracanthocobitis rubidipinnis,2906
Paracanthocobitis rubidipinnis,2907
Nemacheilus saravacensis,2909
Paraschistura kessleri,2910
Paraschistura punjabensis,2911
Paraschistura turcmenica,2912
Schistura scaturigina,2913
Schistura scaturigina,2914
Schistura zonata,2915
Schistura shebbearei,2916
Nemacheilus selangoricus,2917
Nemacheilus selangoricus,2918
Nemacheilus selangoricus,2919
Mustura shanensis,2920
Schistura sikmaiensis,2922
Schistura singhi,2923
Eidinemacheilus smithi,2924
Nemacheilus spiniferus,2925
Triplophysa stenura,2926
Triplophysa choprai,2927
Triplophysa uranoscopus,2930
Schistura striata,2931
Triplophysa tenuis,2932
Oxynoemacheilus cyri,2933
Barbatula toni,2934
Paracanthocobitis urophthalma,2936
Schistura vinciguerrae,2937
Schistura sikmaiensis,2938
Paramisgurnus dabryanus,2940
Homatula berezowskii,2941
Homatula variegata,2942
Triplophysa gracilis,2943
Triplophysa griffithii,2944
Triplophysa brahui,2945
Triplophysa akhtari,2946
Triplophysa marmorata,2947
Triplophysa griffithii,2948
Triplophysa griffithii,2949
Triplophysa kullmanni,2950
Triplophysa tenuicauda,2951
Triplophysa marmorata,2952
Triplophysa microps,2954
Triplophysa shehensis,2955
Triplophysa stolickai,2956
Triplophysa tenuicauda,2957
Triplophysa yasinensis,2958
Triplophysa kashmirensis,2959
Carpiodes carpio,2960
Carpiodes velifer,2961
Catostomus ardens,2962
Catostomus bernardini,2963
Catostomus catostomus,2965
Pantosteus clarkii,2966
Pantosteus clarkii,2967
Catostomus columbianus,2968
Catostomus commersonii,2969
Chasmistes fecundus,2972
Catostomus fumeiventris,2973
Catostomus insignis,2974
Catostomus latipinnis,2975
Deltistes luxatus,2976
Catostomus macrocheilus,2977
Catostomus microps,2978
Catostomus occidentalis,2979
Pantosteus platyrhynchus,2980
Pantosteus plebeius,2982
Catostomus rimiculus,2983
Chasmistes brevirostris,2985
Chasmistes cujus,2986
Chasmistes liorus,2987
Erimyzon sucetta,2989
Hypentelium etowanum,2991
Hypentelium roanokense,2993
Ictiobus meridionalis,2995
Ictiobus niger,2996
Moxostoma ariommum,2997
Thoburnia atripinnis,2998
Moxostoma austrinum,2999
Moxostoma cervinum,3001
Moxostoma congestum,3002
Moxostoma duquesnei,3003
Thoburnia hamiltoni,3004
Moxostoma hubbsi,3005
Moxostoma lachneri,3006
Moxostoma macrolepidotum,3007
Moxostoma poecilurum,3009
Moxostoma rupiscartes,3011
Moxostoma valenciennesi,3012
Brama brama,3013
Brama brama,3014
Brama brama,3016
Brama brama,3018
Brama brama,3019
Brama brama,3020
Brama caribbea,3021
Brama dussumieri,3022
Brama dussumieri,3023
Brama japonica,3024
Brama myersi,3025
Sarcocheilichthys sinensis,3027
Cyprinus carpio,3028
Leuciscus leuciscus,3029
Abramis brama,3030
Brama brama,3031
Cobitis taenia,3032
Misgurnus fossilis,3033
Labeo vulgaris,3035
Barbus barbus,3036
Cirrhinus cirrhosus,3037
Notropis atherinoides,3038
Hypentelium nigricans,3039
Exoglossum maxillingua,3040
Cycleptus elongatus,3041
Ictiobus bubalus,3042
Notropis atherinoides,3043
Carpiodes cyprinus,3044
Moxostoma anisurum,3045
Leuciscus leuciscus,3046
Phoxinus phoxinus,3047
Luxilus chrysocephalus,3048
Semotilus atromaculatus,3049
Luxilus chrysocephalus,3051
Moxostoma macrolepidotum,3053
NULL,3054
Garra lamta,3055
Labeo angra,3056
Cabdio jaya,3057
Puntius sophore,3058
Barilius barila,3059
Chela cachius,3060
Danio dangila,3061
Crossocheilus oblongus,3062
Hampala macrolepidota,3063
NULL,3064
Oxygaster anomalura,3065
Homaloptera ocellata,3066
Labeo nandina,3067
Botia almorhae,3068
Bengala elanga,3069
Squalius squalus,3070
Scardinius scardafa,3071
Labeo erythropterus,3072
Balitora brucei,3073
Rhodeus amarus,3074
Leuciscus aspius,3075
Pelecus cultratus,3076
Schizothorax plagiostomus,3078
Garra nasuta,3079
Devario devario,3080
Psilorhynchus sucatio,3081
Botia dario,3083
Esomus danrica,3084
NULL,3085
Salmostoma bacaila,3086
Catostomus catostomus,3087
Barbatula barbatula,3088
Tinca tinca,3089
Notemigonus crysoleucas,3090
Notemigonus crysoleucas,3091
Chrosomus erythrogaster,3092
Pimephales promelas,3093
Catostomus commersonii,3094
Lobocheilos falcifer,3096
Acantopsis dialuzona,3097
Sarpa salpa,3098
Tor tor,3099
Carassius carassius,3101
Chondrostoma nasus,3102
NULL,3104
Labeobarbus beso,3105
Schizothorax richardsonii,3106
Opsarius maculatus,3107
Canthophrys gongota,3108
Schistura savona,3109
Canthophrys gongota,3110
Botia dario,3111
Aulopyge huegelii,3112
Rohtee ogilbii,3113
Notemigonus crysoleucas,3114
Esomus thermoicos,3116
Labiobarbus leptocheilus,3117
Pseudophoxinus zeregi,3118
Bangana diplostoma,3119
Garra variabilis,3120
Rhinichthys atratulus,3121
Osteobrama cotio,3123
Acanthobrama marmid,3124
Ballerus ballerus,3125
Chondrostoma soetta,3126
Gymnostomus ariza,3127
Labeobarbus beso,3128
Cyprinion macrostomus,3129
Labeo catla,3130
Cabdio morar,3132
